unix_ms,memory_current,file,anon,sock,slab,kernel
1785881134184,3514368,0,2764800,0,356424,749568
1785881135187,3514368,0,2764800,0,356424,749568
1785881136187,3514368,0,2764800,0,356424,749568
1785881137186,3514368,0,2764800,0,356424,749568
1785881138187,3514368,0,2764800,0,356424,749568
1785881139187,3514368,0,2764800,0,356424,749568
1785881140187,3514368,0,2764800,0,356424,749568
1785881141187,3514368,0,2764800,0,356424,749568
1785881142202,3514368,0,2764800,0,356424,749568
1785881143189,3514368,0,2764800,0,356424,749568
