unix_ms,memory_current,file,anon,sock,slab,kernel
1785861143426,60375040,0,57565184,0,1919760,2441216
1785861144429,60100608,0,57659392,0,1919760,2441216
1785861145430,60100608,0,57659392,0,1919760,2441216
1785861146430,60100608,0,57659392,0,1919760,2441216
1785861147430,60100608,0,57659392,0,1919760,2441216
1785861148431,60100608,0,57659392,0,1919760,2441216
1785861149429,60100608,0,57659392,0,1919760,2441216
1785861150430,60100608,0,57659392,0,1919760,2441216
1785861151430,60100608,0,57659392,0,1919760,2441216
1785861152430,60100608,0,57659392,0,1919760,2441216
1785861153430,60100608,0,57659392,0,1919760,2441216
1785861154429,60100608,0,57659392,0,1919760,2441216
1785861155429,60100608,0,57659392,0,1919760,2441216
1785861156429,60100608,0,57659392,0,1919760,2441216
1785861157429,60100608,0,57659392,0,1919760,2441216
1785861158429,60100608,0,57659392,0,1919760,2441216
1785861159430,60100608,0,57659392,0,1919760,2441216
1785861160429,60100608,0,57659392,0,1919760,2441216
1785861161429,60100608,0,57659392,0,1919760,2441216
1785861162430,60100608,0,57659392,0,1919760,2441216
1785861163430,60153856,0,57659392,0,1919760,2441216
1785861164429,60116992,0,57659392,0,1919760,2441216
1785861165429,60116992,0,57671680,0,1919760,2445312
1785861166430,60116992,0,57671680,0,1919760,2445312
1785861167431,60116992,0,57671680,0,1919760,2445312
1785861168429,60116992,0,57671680,0,1919760,2445312
1785861169430,60116992,0,57671680,0,1919760,2445312
1785861170429,60116992,0,57671680,0,1919760,2445312
1785861171429,60116992,0,57671680,0,1919760,2445312
1785861172429,60116992,0,57671680,0,1919760,2445312
1785861173429,60116992,0,57671680,0,1919760,2445312
1785861174429,60116992,0,57671680,0,1919760,2445312
1785861175429,60116992,0,57671680,0,1919760,2445312
1785861176430,60116992,0,57671680,0,1919760,2445312
1785861177430,60116992,0,57671680,0,1919760,2445312
1785861178428,60116992,0,57671680,0,1919760,2445312
1785861179429,60116992,0,57671680,0,1919760,2445312
1785861180429,60116992,0,57671680,0,1919760,2445312
1785861181430,60116992,0,57671680,0,1919760,2445312
1785861182430,60116992,0,57671680,0,1919760,2445312
1785861183431,60248064,0,57671680,0,1919760,2445312
1785861184430,60112896,0,57671680,0,1919760,2445312
1785861185429,60112896,0,57671680,0,1919760,2441216
1785861186430,60112896,0,57671680,0,1919760,2441216
1785861187430,60112896,0,57671680,0,1919760,2441216
1785861188429,60112896,0,57671680,0,1919760,2441216
1785861189429,60112896,0,57671680,0,1919760,2441216
1785861190430,60112896,0,57671680,0,1919760,2441216
1785861191429,60112896,0,57671680,0,1919760,2441216
1785861192429,60112896,0,57671680,0,1919760,2441216
1785861193430,60112896,0,57671680,0,1919760,2441216
1785861194429,60112896,0,57671680,0,1919760,2441216
1785861195429,60112896,0,57671680,0,1919760,2441216
1785861196429,60112896,0,57671680,0,1919760,2441216
1785861197430,60112896,0,57671680,0,1919760,2441216
1785861198430,60112896,0,57671680,0,1919760,2441216
1785861199429,60112896,0,57671680,0,1919760,2441216
1785861200429,60112896,0,57671680,0,1919760,2441216
1785861201429,60112896,0,57671680,0,1919760,2441216
1785861202430,60112896,0,57671680,0,1919760,2441216
