unix_ms,memory_current,file,anon,sock,slab,kernel
1785859941367,48455680,0,46002176,0,1920024,2453504
1785859942370,48455680,0,46002176,0,1920024,2453504
1785859943371,48455680,0,46002176,0,1920024,2453504
1785859944371,48455680,0,46002176,0,1920024,2453504
1785859945370,48455680,0,46002176,0,1920024,2453504
1785859946370,48455680,0,46002176,0,1920024,2453504
1785859947370,48455680,0,46002176,0,1920024,2453504
1785859948371,48455680,0,46002176,0,1920024,2453504
1785859949370,48455680,0,46002176,0,1920024,2453504
1785859950370,48455680,0,46002176,0,1920024,2453504
