unix_ms,memory_current,file,anon,sock,slab,kernel
1785858285876,84922368,0,82382848,0,1925368,2502656
1785858286878,84885504,0,82382848,0,1925368,2502656
1785858287878,84885504,0,82382848,0,1925368,2502656
1785858288879,84885504,0,82382848,0,1925368,2502656
1785858289878,84885504,0,82382848,0,1925368,2502656
1785858290879,84885504,0,82382848,0,1925368,2502656
1785858291879,84885504,0,82382848,0,1925368,2502656
1785858292878,84885504,0,82382848,0,1925368,2502656
1785858293879,84885504,0,82382848,0,1925368,2502656
1785858294878,84885504,0,82382848,0,1925368,2502656
1785858295880,84885504,0,82382848,0,1925368,2502656
1785858296879,84885504,0,82382848,0,1925368,2502656
1785858297878,84885504,0,82382848,0,1925368,2502656
1785858298879,84885504,0,82382848,0,1925368,2502656
1785858299878,84885504,0,82382848,0,1925368,2502656
1785858300878,84885504,0,82382848,0,1925368,2502656
1785858301879,84885504,0,82382848,0,1925368,2502656
1785858302878,84885504,0,82382848,0,1925368,2502656
1785858303878,84885504,0,82382848,0,1925368,2502656
1785858304880,84885504,0,82382848,0,1925368,2502656
1785858305878,84901888,0,82382848,0,1925368,2502656
1785858306879,84885504,0,82382848,0,1925368,2502656
1785858307879,84885504,0,82382848,0,1925368,2502656
1785858308878,84885504,0,82382848,0,1925368,2502656
1785858309879,84885504,0,82382848,0,1925368,2502656
1785858310879,84885504,0,82382848,0,1925368,2502656
1785858311879,84885504,0,82382848,0,1925368,2502656
1785858312878,84885504,0,82382848,0,1925368,2502656
1785858313878,84885504,0,82382848,0,1925368,2502656
1785858314879,84885504,0,82382848,0,1925368,2502656
1785858315879,84885504,0,82382848,0,1925368,2502656
1785858316878,84885504,0,82382848,0,1925368,2502656
1785858317879,84885504,0,82382848,0,1925368,2502656
1785858318879,84885504,0,82382848,0,1925368,2502656
1785858319879,84885504,0,82382848,0,1925368,2502656
1785858320879,84885504,0,82382848,0,1925368,2502656
1785858321877,84885504,0,82382848,0,1925368,2502656
1785858322879,84885504,0,82382848,0,1925368,2502656
1785858323879,84885504,0,82382848,0,1925368,2502656
1785858324878,84885504,0,82382848,0,1925368,2502656
1785858325879,84938752,0,82382848,0,1925368,2502656
1785858326878,84889600,0,82382848,0,1925192,2506752
1785858327878,84889600,0,82382848,0,1925192,2506752
1785858328879,84889600,0,82382848,0,1925368,2506752
1785858329878,84889600,0,82382848,0,1925368,2506752
1785858330879,84889600,0,82382848,0,1925368,2506752
1785858331878,84889600,0,82382848,0,1925368,2506752
1785858332879,84889600,0,82382848,0,1925368,2506752
1785858333879,84889600,0,82382848,0,1925368,2506752
1785858334878,84889600,0,82382848,0,1925368,2506752
1785858335878,84889600,0,82382848,0,1925368,2506752
1785858336878,84889600,0,82382848,0,1925368,2506752
1785858337878,84889600,0,82382848,0,1925368,2506752
1785858338878,84889600,0,82382848,0,1925368,2506752
1785858339878,84889600,0,82382848,0,1925368,2506752
1785858340879,84889600,0,82382848,0,1925368,2506752
1785858341878,84889600,0,82382848,0,1925368,2506752
1785858342878,84889600,0,82382848,0,1925368,2506752
1785858343878,84889600,0,82382848,0,1925368,2506752
1785858344878,84889600,0,82382848,0,1925368,2506752
