unix_ms,memory_current,file,anon,sock,slab,kernel
1785904090511,3842048,0,3129344,0,343264,704512
1785904091514,3842048,0,3137536,0,343264,704512
1785904092513,3842048,0,3137536,0,343264,704512
1785904093514,3842048,0,3137536,0,343264,704512
1785904094514,3842048,0,3137536,0,343264,704512
1785904095513,3842048,0,3137536,0,343264,704512
1785904096513,3842048,0,3137536,0,343264,704512
1785904097513,3842048,0,3137536,0,343264,704512
1785904098514,3842048,0,3137536,0,343264,704512
1785904099513,3842048,0,3137536,0,343264,704512
1785904100513,3842048,0,3137536,0,343264,704512
1785904101513,3842048,0,3137536,0,343264,704512
1785904102514,3842048,0,3137536,0,343264,704512
1785904103514,3842048,0,3137536,0,343264,704512
1785904104513,3842048,0,3137536,0,343264,704512
1785904105514,3842048,0,3137536,0,343264,704512
1785904106513,3842048,0,3137536,0,343264,704512
1785904107513,3842048,0,3137536,0,343264,704512
1785904108514,3842048,0,3137536,0,343264,704512
1785904109513,3842048,0,3137536,0,343264,704512
1785904110513,3842048,0,3137536,0,343264,704512
1785904111514,3842048,0,3137536,0,343264,704512
1785904112514,3842048,0,3137536,0,343264,704512
1785904113514,3842048,0,3137536,0,343264,704512
1785904114514,3842048,0,3137536,0,343264,704512
1785904115513,3842048,0,3137536,0,343264,704512
1785904116513,3842048,0,3137536,0,343264,704512
1785904117514,3842048,0,3137536,0,343264,704512
1785904118512,3842048,0,3137536,0,343264,704512
1785904119512,3842048,0,3137536,0,343264,704512
1785904120513,3842048,0,3137536,0,343264,704512
1785904121513,3842048,0,3137536,0,343264,704512
1785904122513,3842048,0,3137536,0,343264,704512
1785904123513,3842048,0,3137536,0,343264,704512
1785904124513,3842048,0,3137536,0,343264,704512
1785904125513,3842048,0,3137536,0,343264,704512
1785904126513,3842048,0,3137536,0,343264,704512
1785904127513,3842048,0,3137536,0,343264,704512
1785904128513,3842048,0,3137536,0,343264,704512
1785904129513,3842048,0,3137536,0,343264,704512
1785904130514,3842048,0,3137536,0,343264,704512
1785904131513,3842048,0,3137536,0,343264,704512
1785904132513,3842048,0,3137536,0,343264,704512
1785904133513,3842048,0,3137536,0,343264,704512
1785904134513,3842048,0,3137536,0,343264,704512
1785904135514,3842048,0,3137536,0,343264,704512
1785904136513,3842048,0,3137536,0,343264,704512
1785904137513,3842048,0,3137536,0,343264,704512
1785904138513,3842048,0,3137536,0,343264,704512
1785904139515,3842048,0,3137536,0,343264,704512
1785904140513,3842048,0,3137536,0,343264,704512
1785904141513,3842048,0,3137536,0,343264,704512
1785904142514,3842048,0,3137536,0,343264,704512
1785904143514,3842048,0,3137536,0,343264,704512
1785904144514,3842048,0,3137536,0,343264,704512
1785904145513,3842048,0,3137536,0,343264,704512
1785904146514,3842048,0,3137536,0,343264,704512
1785904147513,3842048,0,3137536,0,343264,704512
1785904148513,3842048,0,3137536,0,343264,704512
1785904149513,3842048,0,3137536,0,343264,704512
