unix_ms,memory_current,file,anon,sock,slab,kernel
1785884613576,49676288,647168,46546944,0,1939672,2482176
1785884614579,49676288,647168,46551040,0,1939672,2478080
1785884615578,49676288,647168,46551040,0,1939672,2478080
1785884616578,49676288,647168,46551040,0,1939672,2478080
1785884617581,49676288,647168,46551040,0,1939672,2478080
1785884618584,49676288,647168,46551040,0,1939672,2478080
1785884619579,49676288,647168,46551040,0,1939672,2478080
1785884620579,49676288,647168,46551040,0,1939672,2478080
1785884621579,49676288,647168,46551040,0,1939672,2478080
1785884622578,49676288,647168,46551040,0,1939672,2478080
1785884623578,49676288,647168,46551040,0,1939672,2478080
1785884624578,49676288,647168,46551040,0,1939672,2478080
1785884625578,49676288,647168,46551040,0,1939672,2478080
1785884626578,49676288,647168,46551040,0,1939672,2478080
1785884627578,49676288,647168,46551040,0,1939672,2478080
1785884628578,49676288,647168,46551040,0,1939672,2478080
1785884629579,49676288,647168,46551040,0,1939672,2478080
1785884630578,49676288,647168,46551040,0,1939672,2478080
1785884631578,49676288,647168,46551040,0,1939672,2478080
1785884632580,49676288,647168,46551040,0,1939672,2478080
1785884633578,49754112,647168,46551040,0,1939672,2478080
1785884634579,49733632,647168,46551040,0,1939672,2478080
1785884635578,49733632,647168,46608384,0,1939672,2478080
1785884636578,49733632,647168,46608384,0,1939672,2478080
1785884637578,49733632,647168,46608384,0,1939672,2478080
1785884638579,49733632,647168,46608384,0,1939672,2478080
1785884639579,49733632,647168,46608384,0,1939672,2478080
1785884640579,49733632,647168,46608384,0,1939672,2478080
1785884641578,49733632,647168,46608384,0,1939672,2478080
1785884642578,49733632,647168,46608384,0,1939672,2478080
1785884643578,49733632,647168,46608384,0,1939672,2478080
1785884644579,49733632,647168,46608384,0,1939672,2478080
1785884645579,49733632,647168,46608384,0,1939672,2478080
1785884646579,49733632,647168,46608384,0,1939672,2478080
1785884647578,49733632,647168,46608384,0,1939672,2478080
1785884648578,49733632,647168,46608384,0,1939672,2478080
1785884649578,49733632,647168,46608384,0,1939672,2478080
1785884650578,49733632,647168,46608384,0,1939672,2478080
1785884651578,49733632,647168,46608384,0,1939672,2478080
1785884652580,49733632,647168,46608384,0,1939672,2478080
1785884653579,49754112,647168,46608384,0,1939672,2478080
1785884654578,49733632,647168,46608384,0,1939672,2478080
1785884655578,49733632,647168,46608384,0,1939672,2478080
1785884656579,49733632,647168,46608384,0,1939672,2478080
1785884657579,49733632,647168,46608384,0,1939672,2478080
1785884658585,49733632,647168,46608384,0,1939672,2478080
1785884659581,49733632,647168,46608384,0,1939672,2478080
1785884660578,49733632,647168,46608384,0,1939672,2478080
1785884661578,49733632,647168,46608384,0,1939672,2478080
1785884662579,49733632,647168,46608384,0,1939672,2478080
1785884663578,49733632,647168,46608384,0,1939672,2478080
1785884664578,49733632,647168,46608384,0,1939672,2478080
1785884665578,49733632,647168,46608384,0,1939672,2478080
1785884666578,49733632,647168,46608384,0,1939672,2478080
1785884667579,49733632,647168,46608384,0,1939672,2478080
1785884668579,49733632,647168,46608384,0,1939672,2478080
1785884669579,49733632,647168,46608384,0,1939672,2478080
1785884670579,49733632,647168,46608384,0,1939672,2478080
1785884671578,49733632,647168,46608384,0,1939672,2478080
1785884672578,49733632,647168,46608384,0,1939672,2478080
