unix_ms,memory_current,file,anon,sock,slab,kernel
1785884678610,39518208,647168,36392960,0,1939672,2478080
1785884679614,39518208,647168,36392960,0,1939672,2478080
1785884680614,39518208,647168,36392960,0,1939672,2478080
1785884681614,39518208,647168,36392960,0,1939672,2478080
1785884682613,39518208,647168,36392960,0,1939672,2478080
1785884683614,39518208,647168,36392960,0,1939672,2478080
1785884684614,39518208,647168,36392960,0,1939672,2478080
1785884685614,39518208,647168,36392960,0,1939672,2478080
1785884686614,39518208,647168,36392960,0,1939672,2478080
1785884687613,39518208,647168,36392960,0,1939672,2478080
