unix_ms,memory_current,file,anon,sock,slab,kernel
1785910880775,44621824,0,42151936,0,1920056,2408448
1785910881778,44564480,0,42151936,0,1920056,2408448
1785910882777,44564480,0,42151936,0,1920056,2412544
1785910883777,44564480,0,42151936,0,1920056,2412544
1785910884777,44564480,0,42151936,0,1920056,2412544
1785910885778,44564480,0,42151936,0,1920056,2412544
1785910886777,44564480,0,42151936,0,1920056,2412544
1785910887777,44564480,0,42151936,0,1920056,2412544
1785910888777,44564480,0,42151936,0,1920056,2412544
1785910889777,44564480,0,42151936,0,1920056,2412544
1785910890778,44564480,0,42151936,0,1920056,2412544
1785910891778,44564480,0,42151936,0,1920056,2412544
1785910892778,44564480,0,42151936,0,1920056,2412544
1785910893777,44564480,0,42151936,0,1920056,2412544
1785910894777,44564480,0,42151936,0,1920056,2412544
1785910895777,44564480,0,42151936,0,1920056,2412544
1785910896777,44564480,0,42151936,0,1920056,2412544
1785910897777,44564480,0,42151936,0,1920056,2412544
1785910898777,44564480,0,42151936,0,1920056,2412544
1785910899777,44564480,0,42151936,0,1920056,2412544
1785910900777,44744704,0,42151936,0,1920056,2412544
1785910901777,44691456,0,42151936,0,1920056,2412544
1785910902777,44691456,0,42278912,0,1920056,2412544
1785910903777,44691456,0,42278912,0,1920056,2412544
1785910904778,44691456,0,42278912,0,1920056,2412544
1785910905777,44691456,0,42278912,0,1920056,2412544
1785910906777,44691456,0,42278912,0,1920056,2412544
1785910907778,44691456,0,42278912,0,1920056,2412544
1785910908777,44691456,0,42278912,0,1920056,2412544
1785910909777,44691456,0,42278912,0,1920056,2412544
1785910910777,44691456,0,42278912,0,1920056,2412544
1785910911778,44691456,0,42278912,0,1920056,2412544
1785910912777,44691456,0,42278912,0,1920056,2412544
1785910913779,44691456,0,42278912,0,1920056,2412544
1785910914777,44691456,0,42278912,0,1920056,2412544
1785910915777,44691456,0,42278912,0,1920056,2412544
1785910916777,44691456,0,42278912,0,1920056,2412544
1785910917779,44691456,0,42278912,0,1920056,2412544
1785910918777,44691456,0,42278912,0,1920056,2412544
1785910919778,44691456,0,42278912,0,1920056,2412544
1785910920777,44756992,0,42278912,0,1920056,2412544
1785910921778,44691456,0,42278912,0,1920056,2412544
1785910922777,44691456,0,42278912,0,1920056,2412544
1785910923777,44691456,0,42278912,0,1920056,2412544
1785910924777,44691456,0,42278912,0,1920056,2412544
1785910925778,44691456,0,42278912,0,1920056,2412544
1785910926777,44691456,0,42278912,0,1920056,2412544
1785910927778,44691456,0,42278912,0,1920056,2412544
1785910928777,44691456,0,42278912,0,1920056,2412544
1785910929778,44691456,0,42278912,0,1920056,2412544
1785910930778,44691456,0,42278912,0,1920056,2412544
1785910931777,44691456,0,42278912,0,1920056,2412544
1785910932776,44691456,0,42278912,0,1920056,2412544
1785910933776,44691456,0,42278912,0,1920056,2412544
1785910934778,44691456,0,42278912,0,1920056,2412544
1785910935777,44691456,0,42278912,0,1920056,2412544
1785910936776,44691456,0,42278912,0,1920056,2412544
1785910937778,44691456,0,42278912,0,1920056,2412544
1785910938778,44691456,0,42278912,0,1920056,2412544
1785910939778,44691456,0,42278912,0,1920056,2412544
