unix_ms,memory_current,file,anon,sock,slab,kernel
1785910302313,36069376,0,33652736,0,1919888,2416640
1785910303316,36069376,0,33652736,0,1919888,2416640
1785910304316,36069376,0,33652736,0,1919888,2416640
1785910305316,36069376,0,33652736,0,1919888,2416640
1785910306316,36069376,0,33652736,0,1919888,2416640
1785910307316,36069376,0,33652736,0,1919888,2416640
1785910308317,36069376,0,33652736,0,1919888,2416640
1785910309316,36069376,0,33652736,0,1919888,2416640
1785910310315,36069376,0,33652736,0,1919888,2416640
1785910311316,36069376,0,33652736,0,1919888,2416640
