unix_ms,memory_current,file,anon,sock,slab,kernel
1785859300833,59232256,0,56725504,0,1926008,2506752
1785859301835,59232256,0,56725504,0,1926008,2506752
1785859302836,59232256,0,56725504,0,1926008,2506752
1785859303836,59232256,0,56725504,0,1926008,2506752
1785859304835,59232256,0,56725504,0,1926008,2506752
1785859305836,59232256,0,56725504,0,1926008,2506752
1785859306835,59232256,0,56725504,0,1926008,2506752
1785859307837,59232256,0,56725504,0,1926008,2506752
1785859308835,59232256,0,56725504,0,1926008,2506752
1785859309835,59232256,0,56725504,0,1926008,2506752
