unix_ms,memory_current,file,anon,sock,slab,kernel
1785882740335,48840704,0,46370816,0,1924656,2469888
1785882741338,48840704,0,46370816,0,1924656,2469888
1785882742337,48840704,0,46370816,0,1924656,2469888
1785882743338,48840704,0,46370816,0,1924656,2469888
1785882744339,48840704,0,46370816,0,1924656,2469888
1785882745339,48840704,0,46370816,0,1924656,2469888
1785882746338,48840704,0,46370816,0,1924656,2469888
1785882747338,48840704,0,46370816,0,1924656,2469888
1785882748338,48840704,0,46370816,0,1924656,2469888
1785882749338,48840704,0,46370816,0,1924656,2469888
