unix_ms,memory_current,file,anon,sock,slab,kernel
1785883643309,3850240,0,3108864,0,356424,741376
1785883644312,3850240,0,3108864,0,356424,741376
1785883645312,3850240,0,3108864,0,356424,741376
1785883646312,3850240,0,3108864,0,356424,741376
1785883647313,3850240,0,3108864,0,356424,741376
1785883648312,3850240,0,3108864,0,356424,741376
1785883649312,3850240,0,3108864,0,356424,741376
1785883650313,3850240,0,3108864,0,356424,741376
1785883651312,3850240,0,3108864,0,356424,741376
1785883652312,3850240,0,3108864,0,356424,741376
1785883653314,3850240,0,3108864,0,356424,741376
1785883654313,3850240,0,3108864,0,356424,741376
1785883655313,3850240,0,3108864,0,356424,741376
1785883656314,3850240,0,3108864,0,356424,741376
1785883657313,3850240,0,3108864,0,356424,741376
1785883658313,3850240,0,3108864,0,356424,741376
1785883659313,3850240,0,3108864,0,356424,741376
1785883660313,3850240,0,3108864,0,356424,741376
1785883661313,3850240,0,3108864,0,356424,741376
1785883662312,3850240,0,3108864,0,356424,741376
1785883663312,3850240,0,3108864,0,356424,741376
1785883664330,3850240,0,3108864,0,356424,741376
1785883665315,3850240,0,3108864,0,356424,741376
1785883666314,3850240,0,3108864,0,356424,741376
1785883667313,3850240,0,3108864,0,356424,741376
1785883668312,3850240,0,3108864,0,356424,741376
1785883669313,3850240,0,3108864,0,356424,741376
1785883670312,3850240,0,3108864,0,356424,741376
1785883671313,3850240,0,3108864,0,356424,741376
1785883672313,3850240,0,3108864,0,356424,741376
1785883673312,3850240,0,3108864,0,356424,741376
1785883674313,3850240,0,3108864,0,356424,741376
1785883675312,3850240,0,3108864,0,356424,741376
1785883676314,3850240,0,3108864,0,356424,741376
1785883677313,3850240,0,3108864,0,356424,741376
1785883678313,3850240,0,3108864,0,356424,741376
1785883679312,3850240,0,3108864,0,356424,741376
1785883680312,3850240,0,3108864,0,356424,741376
1785883681313,3850240,0,3108864,0,356424,741376
1785883682312,3850240,0,3108864,0,356424,741376
1785883683313,3850240,0,3108864,0,356424,741376
1785883684313,3850240,0,3108864,0,356424,741376
1785883685313,3850240,0,3108864,0,356424,741376
1785883686312,3850240,0,3108864,0,356424,741376
1785883687313,3850240,0,3108864,0,356424,741376
1785883688312,3850240,0,3108864,0,356424,741376
1785883689313,3850240,0,3108864,0,356424,741376
1785883690313,3850240,0,3108864,0,356424,741376
1785883691312,3850240,0,3108864,0,356424,741376
1785883692313,3850240,0,3108864,0,356424,741376
1785883693312,3850240,0,3108864,0,356424,741376
1785883694312,3850240,0,3108864,0,356424,741376
1785883695313,3850240,0,3108864,0,356424,741376
1785883696313,3850240,0,3108864,0,356424,741376
1785883697312,3850240,0,3108864,0,356424,741376
1785883698312,3850240,0,3108864,0,356424,741376
1785883699313,3850240,0,3108864,0,356424,741376
1785883700312,3850240,0,3108864,0,356424,741376
1785883701312,3850240,0,3108864,0,356424,741376
1785883702313,3850240,0,3108864,0,356424,741376
