unix_ms,memory_current,file,anon,sock,slab,kernel
1785861466683,3899392,0,3158016,0,356856,741376
1785861467685,3899392,0,3158016,0,356856,741376
1785861468686,3899392,0,3158016,0,356856,741376
1785861469685,3899392,0,3158016,0,356856,741376
1785861470685,3899392,0,3158016,0,356856,741376
1785861471685,3899392,0,3158016,0,356856,741376
1785861472686,3899392,0,3158016,0,356856,741376
1785861473685,3899392,0,3158016,0,356856,741376
1785861474685,3899392,0,3158016,0,356856,741376
1785861475685,3899392,0,3158016,0,356856,741376
1785861476685,3899392,0,3158016,0,356856,741376
1785861477686,3899392,0,3158016,0,356856,741376
1785861478685,3899392,0,3158016,0,356856,741376
1785861479686,3899392,0,3158016,0,356856,741376
1785861480685,3899392,0,3158016,0,356856,741376
1785861481685,3899392,0,3158016,0,356856,741376
1785861482685,3899392,0,3158016,0,356856,741376
1785861483685,3899392,0,3158016,0,356856,741376
1785861484686,3899392,0,3158016,0,356856,741376
1785861485685,3899392,0,3158016,0,356856,741376
1785861486685,3899392,0,3158016,0,356856,741376
1785861487686,3899392,0,3158016,0,356856,741376
1785861488685,3899392,0,3158016,0,356856,741376
1785861489685,3899392,0,3158016,0,356856,741376
1785861490685,3899392,0,3158016,0,356856,741376
1785861491686,3899392,0,3158016,0,356856,741376
1785861492686,3899392,0,3158016,0,356856,741376
1785861493685,3899392,0,3158016,0,356856,741376
1785861494685,3899392,0,3158016,0,356856,741376
1785861495686,3899392,0,3158016,0,356856,741376
1785861496685,3899392,0,3158016,0,356856,741376
1785861497686,3899392,0,3158016,0,356856,741376
1785861498685,3899392,0,3158016,0,356856,741376
1785861499685,3899392,0,3158016,0,356856,741376
1785861500685,3899392,0,3158016,0,356856,741376
1785861501685,3899392,0,3158016,0,356856,741376
1785861502685,3899392,0,3158016,0,356856,741376
1785861503686,3899392,0,3158016,0,356856,741376
1785861504685,3899392,0,3158016,0,356856,741376
1785861505685,3899392,0,3158016,0,356856,741376
1785861506686,3899392,0,3158016,0,356856,741376
1785861507686,3899392,0,3158016,0,356856,741376
1785861508686,3899392,0,3158016,0,356856,741376
1785861509685,3899392,0,3158016,0,356856,741376
1785861510685,3899392,0,3158016,0,356856,741376
1785861511685,3899392,0,3158016,0,356856,741376
1785861512686,3899392,0,3158016,0,356856,741376
1785861513684,3899392,0,3158016,0,356856,741376
1785861514686,3899392,0,3158016,0,356856,741376
1785861515686,3899392,0,3158016,0,356856,741376
1785861516685,3899392,0,3158016,0,356856,741376
1785861517686,3899392,0,3158016,0,356856,741376
1785861518685,3899392,0,3158016,0,356856,741376
1785861519685,3899392,0,3158016,0,356856,741376
1785861520686,3899392,0,3158016,0,356856,741376
1785861521685,3899392,0,3158016,0,356856,741376
1785861522686,3899392,0,3158016,0,356856,741376
1785861523685,3899392,0,3158016,0,356856,741376
1785861524685,3899392,0,3158016,0,356856,741376
1785861525686,3899392,0,3158016,0,356856,741376
