unix_ms,memory_current,file,anon,sock,slab,kernel
1785860510043,3661824,0,2953216,0,342288,708608
1785860511044,3661824,0,2953216,0,342288,708608
1785860512045,3661824,0,2953216,0,342288,708608
1785860513044,3661824,0,2953216,0,342288,708608
1785860514045,3661824,0,2953216,0,342288,708608
1785860515045,3661824,0,2953216,0,342288,708608
1785860516044,3661824,0,2953216,0,342288,708608
1785860517044,3661824,0,2953216,0,342288,708608
1785860518047,3661824,0,2953216,0,342288,708608
1785860519045,3661824,0,2953216,0,342288,708608
1785860520044,3661824,0,2953216,0,342288,708608
1785860521045,3661824,0,2953216,0,342288,708608
1785860522044,3661824,0,2953216,0,342288,708608
1785860523044,3661824,0,2953216,0,342288,708608
1785860524044,3661824,0,2953216,0,342288,708608
1785860525046,3661824,0,2953216,0,342288,708608
1785860526045,3661824,0,2953216,0,342288,708608
1785860527044,3661824,0,2953216,0,342288,708608
1785860528044,3661824,0,2953216,0,342288,708608
1785860529045,3661824,0,2953216,0,342288,708608
1785860530044,3661824,0,2953216,0,342288,708608
1785860531044,3661824,0,2953216,0,342288,708608
1785860532045,3661824,0,2953216,0,342288,708608
1785860533044,3661824,0,2953216,0,342288,708608
1785860534044,3661824,0,2953216,0,342288,708608
1785860535044,3661824,0,2953216,0,342288,708608
1785860536044,3661824,0,2953216,0,342288,708608
1785860537044,3661824,0,2953216,0,342288,708608
1785860538045,3661824,0,2953216,0,342288,708608
1785860539044,3661824,0,2953216,0,342288,708608
1785860540044,3661824,0,2953216,0,342288,708608
1785860541044,3661824,0,2953216,0,342288,708608
1785860542044,3661824,0,2953216,0,342288,708608
1785860543044,3661824,0,2953216,0,342288,708608
1785860544044,3661824,0,2953216,0,342288,708608
1785860545045,3661824,0,2953216,0,342288,708608
1785860546044,3661824,0,2953216,0,342288,708608
1785860547044,3661824,0,2953216,0,342288,708608
1785860548045,3661824,0,2953216,0,342288,708608
1785860549044,3661824,0,2953216,0,342288,708608
1785860550045,3661824,0,2953216,0,342288,708608
1785860551044,3661824,0,2953216,0,342288,708608
1785860552045,3661824,0,2953216,0,342288,708608
1785860553044,3661824,0,2953216,0,342288,708608
1785860554044,3661824,0,2953216,0,342288,708608
1785860555044,3661824,0,2953216,0,342288,708608
1785860556045,3661824,0,2953216,0,342288,708608
1785860557044,3661824,0,2953216,0,342288,708608
1785860558044,3661824,0,2953216,0,342288,708608
1785860559045,3661824,0,2953216,0,342288,708608
1785860560044,3661824,0,2953216,0,342288,708608
1785860561045,3661824,0,2953216,0,342288,708608
1785860562044,3661824,0,2953216,0,342288,708608
1785860563044,3661824,0,2953216,0,342288,708608
1785860564045,3661824,0,2953216,0,342288,708608
1785860565044,3661824,0,2953216,0,342288,708608
1785860566044,3661824,0,2953216,0,342288,708608
1785860567045,3661824,0,2953216,0,342288,708608
1785860568045,3661824,0,2953216,0,342288,708608
1785860569045,3661824,0,2953216,0,342288,708608
